CustomerID,Cluster,Recency,Frequency,Monetary,DAYSSINCELASTORDER,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,AVGDAYSBETWEENORDERS,CHURN,CHURN_PROBABILITY,PREDICTED_CHURN
64680,0,5,1,2,1,3,356.78,118.93,111.67,0,0.5425304513504168,1
64710,0,5,1,2,1,3,356.47,118.82,94.67,0,0.6202818524597051,1
64836,0,5,1,2,1,3,355.98,118.66,111.33,0,0.5399669755687522,1
65074,0,5,1,2,1,2,354.98,177.49,21.5,0,0.5545994269054428,1
65075,0,5,1,2,1,2,354.98,177.49,230.5,0,0.670645355358613,1
65513,0,5,3,2,1,6,352.57,58.76,54.33,0,0.5585815452583996,1
65611,0,5,1,2,1,3,351.98,117.33,108.67,0,0.6159996963184482,1
65634,0,5,2,2,1,5,351.97,70.39,27.0,0,0.5301074318669299,1
65867,0,5,2,2,1,4,350.96,87.74,121.25,0,0.5310080290894373,1
65951,0,5,1,2,1,3,350.23,116.74,239.0,0,0.6662597792928061,1
66270,0,5,3,2,1,6,349.31,58.22,239.67,0,0.6457204459389649,1
66297,0,5,3,2,1,8,349.13,43.64,64.38,0,0.6654828489093549,1
66316,0,5,3,2,1,8,349.01,43.63,178.75,0,0.5295151291984205,1
66505,0,5,1,2,1,2,348.27,174.14,13.5,0,0.5537800077564546,1
66674,0,5,1,2,1,3,347.48,115.83,598.0,0,0.5588487493611166,1
67250,0,5,2,2,1,4,344.97,86.24,232.5,0,0.540391122790727,1
68084,0,5,2,2,1,3,340.98,113.66,19.0,0,0.5597849853525395,1
68186,0,5,2,2,1,4,340.28,85.07,17.25,0,0.5397890249190361,1
68345,0,5,2,2,1,3,339.97,113.32,39.67,0,0.5480716643587492,1
68555,0,5,2,2,1,3,338.97,112.99,355.33,0,0.586707544674936,1
68774,0,5,2,2,1,3,337.97,112.66,3.0,0,0.5576285667293527,1
68937,0,5,2,2,1,3,337.07,112.36,89.0,0,0.5560241515188481,1
68999,0,5,1,2,1,2,336.98,168.49,357.5,0,0.6281977421280502,1
69103,0,5,2,2,1,3,336.5,112.17,120.0,0,0.5226535105883301,1
69105,0,5,1,2,1,2,336.48,168.24,427.0,0,0.6078247352543471,1
69183,0,5,1,2,1,2,335.99,168.0,352.0,0,0.5104066864998363,1
69295,0,5,2,2,1,3,335.73,111.91,134.67,0,0.5250246832710919,1
69561,0,5,2,2,1,4,334.96,83.74,75.0,0,0.5938805011948032,1
70024,0,5,2,2,1,4,332.62,83.16,65.25,0,0.5317933135834215,1
71288,0,5,2,2,1,3,326.98,108.99,28.67,0,0.5436448583216964,1
71352,0,5,1,2,1,2,326.83,163.42,85.5,0,0.6916410598616741,1
71406,0,5,1,2,1,2,326.47,163.24,129.5,0,0.5201053724992779,1
71610,0,5,2,2,1,3,325.84,108.61,7.67,0,0.5331560666850492,1
71798,0,5,2,2,1,3,324.99,108.33,330.0,0,0.5723578395876351,1
72904,0,5,2,2,1,3,320.48,106.83,74.33,0,0.5293094686208502,1
73390,0,5,1,2,1,2,318.98,159.49,5.5,0,0.5553159179686373,1
73610,0,5,2,2,1,4,317.99,79.5,19.75,0,0.5302234073540583,1
73876,0,5,2,2,1,4,316.87,79.22,72.75,0,0.6365371233661384,1
74171,0,5,2,2,1,4,315.42,78.86,37.0,0,0.6139006337607427,1
74203,0,5,3,2,1,6,315.15,52.53,223.67,0,0.5070071241353394,1
74336,0,5,1,2,1,2,314.98,157.49,198.0,0,0.6296748983279323,1
74444,0,5,1,2,1,2,314.48,157.24,112.5,0,0.6016167912719583,1
74477,0,5,2,2,1,3,314.19,104.73,1.67,0,0.6122715057190725,1
74661,0,5,2,2,1,3,313.67,104.56,63.0,0,0.5763783778746806,1
74965,0,5,3,2,1,6,312.14,52.02,18.0,0,0.6056431571157374,1
75041,0,5,2,2,1,3,311.98,103.99,99.0,0,0.5824010127628892,1
75166,0,5,1,2,1,2,311.48,155.74,8.0,0,0.6426102248211286,1
75284,0,5,1,2,1,2,310.98,155.49,172.5,0,0.6001322131661929,1
75655,0,5,2,2,1,4,309.97,77.49,100.5,0,0.5457053006119549,1
75782,0,5,2,2,1,4,309.12,77.28,38.75,0,0.5385320722111846,1
76138,0,5,2,2,1,3,307.97,102.66,7.67,0,0.6962794164980138,1
76325,0,5,1,2,1,2,306.98,153.49,340.0,0,0.614134030740734,1
76794,0,5,2,2,1,4,305.18,76.3,279.75,0,0.6108881565395875,1
76797,0,5,2,2,1,3,305.18,101.73,127.67,0,0.5913619055172454,1
76955,0,5,2,2,1,4,304.98,76.25,210.5,0,0.5312338146449551,1
77127,0,5,1,2,1,2,304.13,152.07,263.0,0,0.6408553644333139,1
77144,0,5,2,2,1,3,304.07,101.36,12.67,0,0.6560530690527254,1
77190,0,5,1,2,1,2,303.99,152.0,307.5,0,0.5097112832533905,1
77527,0,5,1,2,1,1,302.64,302.64,0.0,0,0.5271663851775128,1
77727,0,5,1,2,1,2,301.98,150.99,162.5,0,0.697435053059819,1
77761,0,5,2,2,1,4,301.87,75.47,198.25,0,0.5873016483407111,1
77980,0,5,1,2,1,2,300.98,150.49,117.5,0,0.634217036321546,1
77997,0,5,2,2,1,3,300.98,100.33,16.67,0,0.5949136254114538,1
78414,0,5,1,2,1,2,299.73,149.87,77.5,0,0.6242787950721943,1
78652,0,5,2,2,1,5,298.95,59.79,33.6,0,0.5130382692627447,1
78825,0,5,1,2,1,1,297.99,297.99,0.0,0,0.559487330151857,1
79023,0,5,2,2,1,5,297.46,59.49,51.8,0,0.5593682045355386,1
79287,0,5,2,2,1,4,296.46,74.12,235.25,0,0.6978668939588702,1
79556,0,5,2,2,1,3,295.38,98.46,89.33,0,0.5372949892031167,1
79764,0,5,2,2,1,3,294.98,98.33,576.0,0,0.5687724999923485,1
80064,0,5,2,2,1,3,293.97,97.99,6.0,0,0.6253160104278328,1
80108,0,5,1,2,1,2,293.74,146.87,162.0,0,0.5062801140166198,1
80170,0,5,3,2,1,6,293.44,48.91,132.5,0,0.504127356515547,1
80271,0,5,2,2,1,3,292.99,97.66,40.0,0,0.5477034332236351,1
80495,0,5,1,2,1,1,291.99,291.99,0.0,0,0.5677866939450952,1
80532,0,5,1,2,1,2,291.98,145.99,79.5,0,0.6265102019911171,1
80639,0,5,2,2,1,3,291.48,97.16,23.33,0,0.5311271034246118,1
81225,0,5,1,2,1,2,289.98,144.99,151.0,0,0.5955436535218268,1
82054,0,5,2,2,1,3,286.89,95.63,367.33,0,0.5423743433270846,1
82180,0,5,1,2,1,1,285.99,285.99,0.0,0,0.5723022799671638,1
82581,0,5,1,2,1,1,284.99,284.99,0.0,0,0.5407625214899144,1
82654,0,5,2,2,1,3,284.98,94.99,109.0,0,0.520491786754036,1
82680,0,5,1,2,1,2,284.98,142.49,15.5,0,0.6240165224682944,1
82916,0,5,1,2,1,1,283.99,283.99,0.0,0,0.5415312191454421,1
82919,0,5,1,2,1,2,283.99,142.0,5.0,0,0.5195075563647203,1
83068,0,5,3,2,1,6,283.71,47.29,84.5,0,0.6000349344389774,1
83221,0,5,2,2,1,4,282.99,70.75,32.25,0,0.6323746791641338,1
83549,0,5,2,2,1,4,281.96,70.49,1.5,0,0.5841040765436353,1
83557,0,5,2,2,1,3,281.78,93.93,253.0,0,0.5789529929767412,1
84000,0,5,2,2,1,3,280.24,93.41,382.33,0,0.5726464798527519,1
84549,0,5,1,2,1,2,278.98,139.49,136.5,0,0.552547856018586,1
84789,0,5,1,2,1,2,277.98,138.99,44.0,0,0.6394276208952082,1
85476,0,5,1,2,1,2,275.48,137.74,47.5,0,0.62600358414519,1
85504,0,5,2,2,1,3,275.27,91.76,72.33,0,0.5581948330007667,1
86190,0,5,2,2,1,3,273.93,91.31,179.33,0,0.5858646860363499,1
86404,0,5,2,2,1,3,272.98,90.99,122.0,0,0.5412319962200054,1
86467,0,5,2,2,1,4,272.72,68.18,443.25,0,0.5680596525628768,1
86614,0,5,1,2,1,2,271.99,136.0,531.5,0,0.532772797636826,1
86643,0,5,1,2,1,2,271.98,135.99,1.0,0,0.6262672215747215,1
86748,0,5,2,2,1,3,271.67,90.56,100.67,0,0.5935396525089609,1
86781,0,5,2,2,1,4,271.48,67.87,531.75,0,0.536897202894757,1
86785,0,5,1,2,1,2,271.48,135.74,95.5,0,0.6190671908927362,1
87047,0,5,2,2,1,3,270.93,90.31,130.0,0,0.5269775494588491,1
87072,0,5,1,2,1,2,270.59,135.3,11.5,0,0.5390550703231466,1
87861,0,5,1,2,1,2,268.74,134.37,44.5,0,0.5420016665274373,1
87917,0,5,1,2,1,2,268.48,134.24,3.0,0,0.6358216147916143,1
88151,0,5,2,2,1,3,267.68,89.23,136.33,0,0.5769741783921363,1
88296,0,5,1,1,1,2,266.98,133.49,1.5,0,0.6458878219165114,1
88417,0,5,1,1,1,2,266.64,133.32,104.5,0,0.5058147378287035,1
88506,0,5,2,1,1,3,266.13,88.71,385.67,0,0.5609957109228298,1
88547,0,5,1,1,1,1,265.99,265.99,0.0,0,0.5112945117305541,1
89009,0,5,2,1,1,3,264.98,88.33,71.33,0,0.5581493331156588,1
89251,0,5,2,1,1,3,264.07,88.02,349.67,0,0.6013253565460827,1
89879,0,5,1,1,1,1,261.99,261.99,0.0,0,0.590237392019925,1
89972,0,5,2,1,1,3,261.98,87.33,66.0,0,0.526792454568745,1
90026,0,5,2,1,1,3,261.72,87.24,75.33,0,0.6118660721547636,1
90045,0,5,2,1,1,4,261.53,65.38,30.0,0,0.5361312786001438,1
90164,0,5,2,1,1,3,261.0,87.0,173.33,0,0.6817411917519054,1
90346,0,5,2,1,1,3,260.73,86.91,60.33,0,0.5271214797161123,1
90688,0,5,1,1,1,2,259.98,129.99,0.5,0,0.578738186268745,1
90766,0,5,2,1,1,4,259.97,64.99,198.75,0,0.5978820884206185,1
91242,0,5,2,1,1,3,258.08,86.03,97.67,0,0.5115802401372388,1
91345,0,5,2,1,1,3,257.97,85.99,114.67,0,0.5795009437641525,1
91385,0,5,1,1,1,2,257.8,128.9,31.5,0,0.5113104623769601,1
91753,0,5,2,1,1,3,256.47,85.49,29.67,0,0.5896840600208395,1
92035,0,5,3,1,1,6,255.94,42.66,21.5,0,0.6351995291200833,1
92358,0,5,1,1,1,2,254.98,127.49,205.5,0,0.6195270027827762,1
92671,0,5,1,1,1,2,253.98,126.99,282.5,0,0.6350091626048067,1
92832,0,5,1,1,1,2,253.43,126.72,82.0,0,0.665264154318122,1
93439,0,5,2,1,1,3,251.57,83.86,39.67,0,0.6186698069495504,1
93764,0,5,2,1,1,3,250.97,83.66,65.0,0,0.5930038369415096,1
93819,0,5,2,1,1,3,250.63,83.54,183.33,0,0.5430318868274271,1
94215,0,5,2,1,1,3,249.97,83.32,57.67,0,0.6054527933390498,1
94786,0,5,2,1,1,3,248.08,82.69,25.0,0,0.5128826020098698,1
94832,0,5,1,1,1,2,247.99,124.0,24.5,0,0.542205938427748,1
95031,0,5,1,1,1,2,247.48,123.74,143.0,0,0.6462202554244225,1
95235,0,5,1,1,1,2,246.98,123.49,170.0,0,0.6107090864573084,1
95576,0,5,1,1,1,2,245.98,122.99,610.5,0,0.7071144869667718,1
96061,0,5,2,1,1,3,244.98,81.66,54.0,0,0.5743013644259439,1
96119,0,5,2,1,1,3,244.97,81.66,199.67,0,0.7087758990472092,1
97152,0,5,1,1,1,2,241.98,120.99,53.0,0,0.6277865612998927,1
97238,0,5,2,1,1,4,241.53,60.38,51.5,0,0.6658807172890414,1
97966,0,5,1,1,1,2,239.98,119.99,43.5,0,0.6651335524667501,1
98308,0,5,1,1,1,2,238.99,119.5,881.0,0,0.5519168875848233,1
98350,0,5,1,1,1,2,238.98,119.49,6.5,0,0.5936514348212687,1
98460,0,5,1,1,1,1,238.89,238.89,0.0,0,0.5759396588394297,1
98498,0,5,2,1,1,5,238.67,47.73,82.4,0,0.6089888440660906,1
98995,0,5,2,1,1,4,237.08,59.27,95.5,0,0.5122531771429669,1
99345,0,5,1,1,1,2,235.99,118.0,9.0,0,0.5620570735971195,1
99371,0,5,1,1,1,1,235.99,235.99,0.0,0,0.6097510910745925,1
99404,0,5,1,1,1,2,235.99,118.0,72.5,0,0.5473347976223866,1
99578,0,5,1,1,1,2,235.74,117.87,1044.0,0,0.6322279681052785,1
99580,0,5,2,1,1,3,235.73,78.58,167.0,0,0.6042473588138866,1
100639,0,5,2,1,1,3,232.99,77.66,36.67,0,0.5323169875518757,1
100929,0,5,1,1,1,1,231.99,231.99,0.0,0,0.6123181752079273,1
101034,0,5,2,1,1,3,231.97,77.32,85.33,0,0.6042347971629909,1
101059,0,5,2,1,1,5,231.76,46.35,27.4,0,0.5346742986953396,1
101208,0,5,2,1,1,3,231.07,77.02,143.67,0,0.6341684756203785,1
101288,0,5,1,1,1,2,230.99,115.5,177.0,0,0.5754885804736868,1
101335,0,5,2,1,1,3,230.98,76.99,119.0,0,0.5512646040658074,1
101519,0,5,2,1,1,4,230.27,57.57,266.75,0,0.6271802665810996,1
101840,0,5,1,1,1,2,229.99,115.0,517.0,0,0.5156260615570901,1
102463,0,5,2,1,1,3,228.97,76.32,529.67,0,0.5903341684839888,1
102806,0,5,1,1,1,2,227.98,113.99,649.0,0,0.7080863462949238,1
103043,0,5,2,1,1,3,227.07,75.69,12.33,0,0.6017431331983868,1
103655,0,5,2,1,1,3,225.97,75.32,99.0,0,0.6522272503719766,1
103735,0,5,1,1,1,2,225.49,112.75,715.5,0,0.6184025038651757,1
104191,0,5,1,1,1,2,224.98,112.49,242.5,0,0.6102016250693006,1
104430,0,5,2,1,1,4,224.19,56.05,408.0,0,0.5753347376298501,1
104772,0,5,2,1,1,3,223.48,74.49,358.0,0,0.6065617530993902,1
104825,0,5,2,1,1,4,223.22,55.81,296.25,0,0.5533858168239547,1
105103,0,5,2,1,1,3,222.38,74.13,175.67,0,0.5291006214582973,1
105355,0,5,1,1,1,1,221.89,221.89,0.0,0,0.5784313902312194,1
105359,0,5,2,1,1,3,221.82,73.94,242.67,0,0.5759725847552254,1
105443,0,5,2,1,1,4,221.46,55.37,86.0,0,0.6008999857214683,1
105654,0,5,1,1,1,1,220.99,220.99,0.0,0,0.5894134587034086,1
105737,0,5,1,1,1,2,220.98,110.49,2.0,0,0.6871012536125345,1
105831,0,5,1,1,1,2,220.89,110.45,530.5,0,0.5483309338180667,1
105848,0,5,1,1,1,2,220.74,110.37,74.0,0,0.5435937265576608,1
106281,0,5,1,1,1,2,219.99,110.0,222.5,0,0.5587193880029062,1
106335,0,5,1,1,1,2,219.99,110.0,120.0,0,0.5296727814380499,1
106895,0,5,2,1,1,3,218.97,72.99,99.33,0,0.6331165988427834,1
106979,0,5,2,1,1,3,218.49,72.83,211.33,0,0.515943964104107,1
107189,0,5,1,1,1,2,217.99,109.0,314.5,0,0.6085708525836725,1
107302,0,5,1,1,1,2,217.94,108.97,85.0,0,0.564067400790431,1
107539,0,5,1,1,1,1,216.99,216.99,0.0,0,0.6166438528839576,1
107544,0,5,1,1,1,1,216.99,216.99,0.0,0,0.6166438528839576,1
107939,0,5,1,1,1,1,215.99,215.99,0.0,0,0.5931541532433119,1
108106,0,5,2,1,1,3,215.88,71.96,29.67,0,0.5527976551646596,1
108582,0,5,1,1,1,2,214.99,107.5,107.0,0,0.502338768838161,1
108610,0,5,1,1,1,2,214.99,107.5,1069.5,0,0.6254003329645021,1
109155,0,5,1,1,1,2,213.79,106.9,46.0,0,0.524912761095076,1
110012,0,5,1,1,1,2,211.49,105.75,268.5,0,0.5655807244864298,1
110881,0,5,1,1,1,1,209.99,209.99,0.0,0,0.5880968597187097,1
111145,0,5,2,1,1,4,209.48,52.37,172.25,0,0.6056125047168586,1
111801,0,5,1,1,1,1,207.99,207.99,0.0,0,0.6699169984133292,1
111850,0,5,1,1,1,2,207.98,103.99,0.0,0,0.575053580059937,1
112154,0,5,2,1,1,4,207.09,51.77,83.0,0,0.5097849236973537,1
112608,0,5,1,1,1,1,205.99,205.99,0.0,0,0.6006028286297774,1
113361,0,5,1,1,1,1,204.99,204.99,0.0,0,0.5897492527731834,1
114492,0,5,1,1,1,1,202.64,202.64,0.0,0,0.6758484290224982,1
114556,0,5,2,1,1,3,202.48,67.49,38.33,0,0.7359540039367886,1
114657,0,5,2,1,1,4,202.12,50.53,136.75,0,0.5184682958701066,1
114733,0,5,1,1,1,1,201.99,201.99,0.0,0,0.6276762748422802,1
114758,0,5,1,1,1,1,201.99,201.99,0.0,0,0.6364255395322252,1
114803,0,5,1,1,1,1,201.99,201.99,0.0,0,0.6364255395322252,1
114841,0,5,1,1,1,1,201.99,201.99,0.0,0,0.6276762748422802,1
115013,0,5,1,1,1,2,201.56,100.78,0.0,0,0.5024087401923881,1
115176,0,5,2,1,1,3,201.08,67.03,115.0,0,0.5251117431629475,1
116217,0,5,1,1,1,1,199.99,199.99,0.0,0,0.5620548241016291,1
116501,0,5,1,1,1,2,199.98,99.99,2.0,0,0.5995654642925492,1
116874,0,5,1,1,1,1,198.99,198.99,0.0,0,0.5628166951187428,1
116937,0,5,1,1,1,2,198.98,99.49,64.0,0,0.6220021563819299,1
117153,0,5,2,1,1,3,198.17,66.06,61.0,0,0.6635936296691818,1
117801,0,5,2,1,1,3,196.97,65.66,104.67,0,0.633195195723153,1
118019,0,5,2,1,1,3,195.99,65.33,41.0,0,0.5245995212411997,1
118026,0,5,1,1,1,1,195.99,195.99,0.0,0,0.5993810967259362,1
118081,0,5,1,1,1,1,195.99,195.99,0.0,0,0.6410520838001386,1
118152,0,5,1,1,1,1,195.99,195.99,0.0,0,0.6410520838001386,1
118250,0,5,2,1,1,3,195.98,65.33,84.33,0,0.5450531612942785,1
118309,0,5,2,1,1,3,195.97,65.32,613.33,0,0.6204351057328343,1
118845,0,5,1,1,1,1,194.99,194.99,0.0,0,0.5539366252756429,1
119189,0,5,2,1,1,3,194.97,64.99,142.33,0,0.6188372730568636,1
119549,0,5,1,1,1,2,193.99,97.0,32.0,0,0.5399296454903333,1
120127,0,5,1,1,1,2,192.74,96.37,220.0,0,0.5134495400581032,1
120380,0,4,1,1,1,2,191.98,95.99,75.0,0,0.6870291586690486,1
120522,0,4,2,1,1,3,191.47,63.82,191.67,0,0.649162403329419,1
120631,0,4,1,1,1,2,191.13,95.57,85.5,0,0.7275179296778376,1
120848,0,4,1,1,1,1,190.99,190.99,0.0,0,0.6116881581428567,1
120966,0,4,1,1,1,2,190.98,95.49,151.5,0,0.6464730607678896,1
120975,0,4,2,1,1,3,190.97,63.66,227.0,0,0.6340355531120605,1
121033,0,4,2,1,1,3,190.62,63.54,64.0,0,0.6187856011501279,1
121507,0,4,1,1,1,1,189.99,189.99,0.0,0,0.5696597869696635,1
121751,0,4,1,1,1,2,189.89,94.95,106.5,0,0.5753286561395278,1
122317,0,4,2,1,1,3,188.37,62.79,22.33,0,0.6253688107948553,1
122505,0,4,2,1,1,3,187.98,62.66,639.67,0,0.6213133876795249,1
122829,0,4,1,1,1,1,186.99,186.99,0.0,0,0.6479427553959394,1
122875,0,4,1,1,1,1,186.99,186.99,0.0,0,0.6840168912844925,1
123142,0,4,2,1,1,4,186.17,46.54,48.25,0,0.5062709124683027,1
123602,0,4,1,1,1,1,185.49,185.49,0.0,0,0.5648644709752024,1
124010,0,4,1,1,1,1,184.99,184.99,0.0,0,0.5615108421865528,1
204877,0,4,1,1,1,2,93.1,46.55,1409.5,0,0.6511517446461209,1
3866,1,2,4,4,207,16,2576.87,161.05,45.81,1,0.7329830139936221,1
4013,1,1,4,4,207,14,2495.51,178.25,63.21,1,0.5168531900230845,1
4303,1,1,4,4,207,14,2346.88,167.63,119.64,1,0.7744556848444495,1
4323,1,1,5,4,207,25,2335.18,93.41,57.92,1,0.9133421219975825,1
5260,1,1,3,4,207,11,1981.59,180.14,194.82,1,0.8013219273582745,1
5539,1,1,3,4,207,9,1903.73,211.53,61.44,1,0.5683687496558311,1
5904,1,1,3,4,207,8,1824.44,228.06,205.38,1,0.5067475011967115,1
6247,1,1,3,4,207,12,1748.68,145.72,98.67,1,0.5547192978811079,1
7145,1,1,3,4,207,8,1601.96,200.25,242.38,1,0.7059457732440622,1
7244,1,1,2,4,207,5,1586.17,317.23,31.2,1,0.6690395093084713,1
7284,1,1,3,4,207,11,1581.01,143.73,158.73,1,0.734245466832076,1
7566,1,1,2,4,207,5,1541.18,308.24,23.4,1,0.5458375917096564,1
7584,1,1,4,4,207,15,1537.86,102.52,90.27,1,0.5179401565070549,1
7613,1,1,3,4,207,13,1533.78,117.98,106.92,1,0.8219393436481971,1
7954,1,1,3,3,207,8,1490.92,186.37,164.63,1,0.7394160861581853,1
7999,1,1,4,3,207,21,1485.48,70.74,90.86,1,0.5221605032175853,1
8679,1,1,3,3,207,13,1413.05,108.7,148.54,1,0.5528784063195787,1
9639,1,1,4,3,207,16,1326.33,82.9,163.44,1,0.7428620847992021,1
9935,1,1,3,3,207,6,1303.26,217.21,94.0,1,0.6036390917570958,1
11294,1,1,5,3,207,23,1205.86,52.43,61.0,1,0.5098303148900998,1
11497,1,1,3,3,207,6,1191.99,198.67,1.5,1,0.748877162431146,1
11853,1,1,3,3,207,12,1169.43,97.45,150.67,1,0.6761140954022776,1
12156,1,1,3,3,207,13,1151.14,88.55,75.69,1,0.5907889407065795,1
13069,1,1,3,3,207,9,1100.41,122.27,118.33,1,0.61625714204882,1
13105,1,1,3,3,207,7,1098.97,157.0,107.14,1,0.6637530825514127,1
13324,1,1,3,3,207,6,1085.97,181.0,34.0,1,0.6462854465953214,1
13966,1,1,3,3,207,11,1054.94,95.9,99.73,1,0.7198419545394215,1
14080,1,1,3,3,207,11,1049.35,95.4,52.18,1,0.5079857806343211,1
14146,1,1,3,3,207,12,1045.84,87.15,197.08,1,0.5716115000836921,1
14880,1,1,3,3,207,6,1015.57,169.26,89.0,1,0.7913668626130487,1
15409,1,1,3,3,207,10,994.72,99.47,64.9,1,0.6951651896889232,1
16184,1,1,3,3,207,6,963.65,160.61,40.0,1,0.6525150315478333,1
16270,1,1,3,3,207,7,960.13,137.16,103.0,1,0.800238164131555,1
16326,1,1,3,3,207,6,958.44,159.74,69.0,1,0.7192620594519165,1
16972,1,1,3,3,207,7,935.96,133.71,29.71,1,0.6994977373954192,1
17216,1,1,3,3,207,8,927.74,115.97,15.75,1,0.6402519734446409,1
18021,1,1,3,3,207,12,901.3,75.11,15.42,1,0.6210249765541167,1
18040,1,1,3,3,207,6,900.94,150.16,56.83,1,0.7369957791574856,1
18136,1,1,3,3,207,7,897.97,128.28,48.86,1,0.5475248225709568,1
18674,1,1,3,3,207,9,882.52,98.06,23.33,1,0.8717578995087552,1
19543,1,1,3,3,207,9,857.14,95.24,39.22,1,0.5789171907863365,1
19600,1,1,3,3,207,12,855.62,71.3,30.83,1,0.688210313574503,1
20012,1,1,4,3,207,14,844.54,60.32,100.07,1,0.8586488721905822,1
20101,1,1,3,3,207,6,841.95,140.33,22.5,1,0.5972737835000027,1
20297,1,1,3,3,207,6,835.95,139.33,20.83,1,0.6715497917599115,1
20545,1,1,3,3,207,6,829.97,138.33,30.83,1,0.7352063834247379,1
20670,1,1,3,3,207,6,826.56,137.76,18.33,1,0.5682341702161282,1
20775,1,1,3,3,207,11,823.82,74.89,197.27,1,0.7811453264949502,1
21240,1,1,3,3,207,6,811.96,135.33,62.33,1,0.512893013874422,1
21298,1,1,3,3,207,7,810.16,115.74,248.14,1,0.7141361012030509,1
22015,1,1,3,3,207,8,793.18,99.15,16.63,1,0.8825632434259617,1
22072,1,1,3,3,207,10,791.47,79.15,6.9,1,0.5964965594272913,1
22092,1,1,3,3,207,9,791.03,87.89,140.89,1,0.5778406562059376,1
22323,1,1,3,3,207,6,785.69,130.95,71.17,1,0.7948238033454224,1
22505,1,1,3,3,207,9,781.74,86.86,90.67,1,0.7715942459652223,1
23179,1,1,3,3,207,7,767.04,109.58,85.57,1,0.7188618040854607,1
23234,1,1,3,3,207,9,765.95,85.11,26.0,1,0.6431774649819734,1
23250,1,1,3,3,207,7,765.38,109.34,331.57,1,0.6107429810271916,1
23358,1,1,3,3,207,12,763.09,63.59,108.42,1,0.5623843997650367,1
24429,1,1,3,3,207,7,741.44,105.92,281.0,1,0.6085658100457234,1
24949,1,1,3,3,207,8,731.39,91.42,39.88,1,0.5554314278307431,1
25646,1,1,3,3,207,6,717.97,119.66,160.5,1,0.6397672179185107,1
25781,1,1,3,3,207,8,715.2,89.4,42.25,1,0.7118848165465448,1
26202,1,1,3,3,207,9,707.93,78.66,58.56,1,0.7061390070464328,1
26203,1,1,3,3,207,9,707.92,78.66,101.78,1,0.6823110458183865,1
26674,1,1,3,3,207,8,698.24,87.28,45.88,1,0.5579650464920504,1
27245,1,1,3,3,207,7,688.33,98.33,136.71,1,0.6250991193729715,1
28062,1,1,3,3,207,10,674.56,67.46,5.9,1,0.732217937476566,1
28087,1,1,3,3,207,8,674.07,84.26,178.0,1,0.7045682486206718,1
28407,1,1,3,3,207,8,668.03,83.5,28.38,1,0.6597480245631063,1
28602,1,1,3,3,207,6,665.14,110.86,24.33,1,0.6292938915626964,1
29211,1,1,3,3,207,7,655.95,93.71,170.14,1,0.5404699315172165,1
29405,1,1,3,3,207,7,652.97,93.28,10.86,1,0.7222721509729897,1
29922,1,1,3,3,207,10,645.94,64.59,24.8,1,0.5779788795769275,1
30500,1,1,3,3,207,6,637.06,106.18,208.83,1,0.7811067383193809,1
30987,1,1,3,3,207,9,630.92,70.1,56.67,1,0.5715421975952779,1
31125,1,1,3,3,207,6,628.95,104.83,201.67,1,0.6734901155966049,1
32002,1,1,3,3,207,6,616.29,102.72,132.0,1,0.6777995370690504,1
32482,1,1,3,3,207,7,609.56,87.08,4.86,1,0.7528869790820513,1
33357,1,1,3,3,207,9,598.55,66.51,6.67,1,0.5196608322710514,1
33684,1,1,3,3,207,7,594.38,84.91,46.57,1,0.7351406533221456,1
34563,1,1,3,3,207,10,583.85,58.39,59.4,1,0.667375907283204,1
3837,1,2,4,4,206,16,2590.87,161.93,70.81,1,0.5154654584774887,1
9108,1,2,3,3,206,6,1372.03,228.67,435.83,1,0.6487645302955147,1
3095,1,2,3,5,205,13,3360.93,258.53,23.38,1,0.758652299420013,1
3307,1,2,3,5,205,7,3048.76,435.54,126.14,1,0.7908241892289799,1
6830,1,2,3,4,204,12,1651.85,137.65,215.92,1,0.5000497440683044,1
15786,1,2,3,3,204,11,978.93,88.99,229.73,1,0.6411283004652157,1
22478,1,2,2,3,204,3,782.19,260.73,785.0,1,0.5254232470836705,1
24895,1,2,3,3,204,6,732.37,122.06,407.83,1,0.6639335242753552,1
9408,1,2,3,3,203,7,1346.86,192.41,8.0,1,0.782009501432008,1
17274,1,2,3,3,203,11,925.98,84.18,223.18,1,0.6534060565662183,1
4756,1,2,4,4,202,18,2145.45,119.19,73.0,1,0.6890027351956294,1
6395,1,2,3,4,201,13,1719.97,132.31,197.0,1,0.7406462298171514,1
11650,1,2,4,3,201,14,1183.33,84.52,182.79,1,0.7767951041841172,1
18197,1,2,3,3,200,8,895.85,111.98,284.75,1,0.52088391963224,1
7665,1,2,3,4,197,9,1525.47,169.5,282.44,1,0.5164167748612409,1
22166,1,2,3,3,197,13,789.43,60.73,198.85,1,0.6062452436576388,1
25689,1,2,3,3,197,7,717.15,102.45,358.86,1,0.6054184734184095,1
4876,1,2,4,4,194,15,2104.86,140.32,25.33,1,0.6299974342964105,1
57350,1,2,3,2,193,6,395.82,65.97,430.5,1,0.7212507637959761,1
2895,1,2,3,5,191,10,3791.96,379.2,123.0,1,0.5278125891285319,1
11939,1,2,3,3,191,8,1164.92,145.62,301.13,1,0.5545001538454654,1
5910,1,2,3,4,189,13,1823.12,140.24,106.08,1,0.5081416545193296,1
